character,line
Gonzales,"HYDRA took from me, too. We share the same scars, but it's important that you know that we are not them. I have something for you. Go on. Open it."
Skye,What happened to Coulson? Did they do something to him?
May,We all felt that it was best to have someone more objective to meet with your mother.
Skye,Gonzales sent people to kill me a few weeks ago.
May,He's a much better man than you think.
Skye,What about you? Why can't you be in there right now?
May,"I told you, we needed someone objective."
Gonzales,"I know that Whitehall subjected you to unspeakable horrors, that he took everything from you. A good man, Phil Coulson, put a bullet in him."
Jiaying,Where did you...?
Gonzales,"S.H.I.E.L.D. recovered it from Whitehall's office after his death. I know that you were separated from your daughter. I thought that that might belong to her. A traditional Chinese gift to ward off evil spirits, isn't it?"
Jiaying,"I never got a chance to give it to her. I kept hoping that if she was alive, evil would never find her. Not like it did me."
May,I hope your mother is everything you wanted her to be.
Gonzales,"S.H.I.E.L.D. has a very long and sometimes violent history with enhanced people, but the truth is, sometimes good people get powers, and sometimes bad. We're there to protect the public when it's the latter."
Jiayying,And how would you like me to help you do that?
Gonzales,"I would like to meet your people, learn about their powers. We'll keep a record, and if any ever try to do someone harm, we'll be there to stop them. That's why S.H.I.E.L.D. exists."
Jiaying,"I have a gift in return, a piece of our history, something that might interest you. May even be worth indexing. That's what you like to call it, right? I have lived enough life to see countless people profiled for their differences. It's amazing how many generations fall into the same trap. What is it that makes people feel they have the right to do that? Fear. That's what it is."
Gonzales,S.H.I.E.L.D. 's goal is to protect everyone.
May,They turned over Cal.
Coulson,We'll deal with him when you get back to H.Q.
Man,"We found these vials on him, ma'am."
Weaver,What are these?
Cal,Beats me.
Jiaying,"Fear drives us to do things we would otherwise never do. That's why I first started experimenting with Terrigen crystals. We only had five Diviners in our possession. I knew if they were destroyed, we'd lose our ability to transform, an entire race gone forever. So we decided to make our own. As some have said, discovery requires experimentation. Eventually, we melted a Diviner down and grew new crystals from it. Unfortunately, we could never quite separate the Diviner metal out. It's now laced within them. See? This wasn't a problem for Inhumans, of course. The Diviner's harmless to us. But for humans, well... Let's hope you're one of us."
Gonzales,No! Stop!
Jiaying,"How dare you compare your scars to mine? You're nothing like me, like us. Whitehall cut me to pieces. He ripped out my organs and stuffed them in jars! I will never let that happen to my daughter, to any of my people!"
Gonzales,"You'll get everyone killed, you crazy..."
Skye,Mom?
Man,What's going on in there?
Skye,Mom! Mom!
Jiaying,He tried to kill me. S.H.I.E.L.D. tried to kill me. This is war.
Skye,Mom!
Man,"Agent Morse, what's your twenty? Agent Morse... Agent Morse, what is your status?"
Ward,"You did good, baby. Fooled every one of them."
Kara,It was hard being away from you.
Ward,It's better when we're together.
Kara,Why can't we kill her now?
Ward,"Closure's about so much more than that. It's about digging in, doing the work. I'll show you what I mean. And then we'll kill her."
Kara,She's waking up.
Ward,We don't want that.
