character,line
Coulson,I got a feeling she might be expecting that.
Mack,Malick's got guards up ahead.
Elena,"No problem. Hey, dummy!"
Mack,Do your thing.
Durant,Aah!
Elena,It's okay. You're safe.
Mack,"For the record, I'm digging the upgrade. Alright. Let's get you out of here."
Nathaniel,Don't shoot. The two of us in here? You want to bring the whole of River's End down on our heads?
Daisy,Give me a reason.
Jiaying,Where's Kora? What have you done with her?
Nathaniel,Sorry. Kora couldn't make it. But she sends her best. And don't you look at me like that. You still have Daisy. Isn't one daughter enough? Oh. Y-You didn't know. Wow. It's like a season finale of “Dallas” around here.
Daisy,"I'm sorry. I wanted to tell you, but I..."
Jiaying,What you said about your mother... you were talking about me.
Daisy,It's... It's okay.
Jiaying,I hurt you? But I would never...
Nathaniel,"It's actually a riveting story. See, Hydra just cuts you all to bits. You're left for dead, your powers stolen. That part, you both have in common now. Daisy grows up alone. Sad. Finds you eventually, but by then, you're all militant and she's with S.H.I.E.L.D...."
Daisy,Stop it.
Nathaniel,You're on opposite sides. So you start to drain the life out of her.
Daisy,Enough.
Nathaniel,And it's working. You're about to kill her. But guess who steps in to crush your spine. Dear old...
Daisy,Enough!
Nathaniel,Nice quake. I'd give it a B. B-plus. Definitely room for improvement.
Nathaniel,"If you haven't done the math, I've had these powers a lot longer than you have."
Jiaying,Leave my daughter alone.
Nathaniel,Stay back. I won't say it again.
Daisy,"Mom, no!"
Nathaniel,"Well, I guess she won't live forever. And you won't live at all."
May,"If he's not here for Jiaying, what's he after?"
Sousa,"Who's this Garrett fella, anyway?"
Garrett,There you are!
Simmons,"Sousa, shoot him!"
Coulson,Kora. Turn around. Slowly.
Kora,Agent Coulson. I've been waiting.
Coulson,The rest of your gang is gone. They abandoned you. Garrett moved them off somewhere else.
Kora,"I wanted to come with you. Meet my sister. You know, Sibyl told me all about her..."
May,"Nathaniel killed Jiaying. I don't understand, but he didn't want her power at all. I'm still trying to find where he went, and Garrett's MIA, too."
Sousa,They took Simmons.
May,Where's Deke?
May,"Deke, come in. Deke. Deke, come in. Where are you?"
May,"Deke Shaw, answer your radio!"
Deke,"May, where are we going?"
May,We're not going anywhere. You are. The Zephyr's been hijacked.
Garrett,"Today just keeps getting better and better. First, superpowers, now a spaceship. Can I get a “best day ever?!” Best day ever!"
Nathaniel,"If duct tape doesn't work, I can liquify a femur or two. It's your call."
Simmons,Why am I here? What do you want?
Nathaniel,"My pal Sibyl ran the numbers, and every outcome where we don't come out on top has one thing in common."
Simmons,Fitz.
Nathaniel,He's gotten in our way long enough. And now you're gonna take us to him.
