character,line
Coulson,Maybe we don't have to stop him. If we can just get the memory zapper out of Simmons without Enoch finding out...
Daisy,"Then we never have to fight him. We can do that, right?"
Simmons,"You wouldn't ask me if there weren't lives at stake, would you? Okay. What can I do?"
Daisy,I just think it's weird that you need to be awake for this thing.
Simmons,Not uncommon for brain surgery.
Daisy,What?
Simmons,Which this absolutely is not. Just removing a little implant. So easy.
Coulson,"Guys, I think we've got a..."
Coulson,"Okay, see, where we went wrong is we forgot... Enoch starts each loop going to Simmons in the lab."
Daisy,So he overheard us talking.
Coulson,It's not a problem. Simple adjustment.
Sousa,Hello!
Enoch,Agent Sousa.
Sousa,"Say, uh, question for you... what time is lunch served on this vessel?"
Enoch,I believe we are all free to dine at our own convenience.
Sousa,"R-Really? 'Cause, see, often, when you're on, say, a m-military ship, all of the soldiers will eat together. D-Does wonders for morale."
Enoch,You have been with us long enough now to know that meals are not taken in a group fashion. Is there some reason you are creating false pretenses under which you might keep me in this location?
Coulson,"Quick. Let's get things started before... well, that."
Sousa,Sorry!
Daisy,"Alright, well, stealth didn't work."
Coulson,Let's try something more direct.
Daisy,Enoch. Hey. Funny thing... we have a-a situation that we wanted to talk to you about.
Coulson,We think you're gonna laugh.
Daisy,Or just at least see the irony in it.
Coulson,He did not see the irony.
Daisy,No. He did not.
Coulson,"Enoch. Jemma has something to ask you. Go ahead, Jemma."
Simmons,"Enoch, I need you to do something for me, but it is going to require countermanding an order I gave you."
Simmons,"In retrospect, I should have known I'd make countermanding that order password-dependent."
Coulson,I think it's time we get everyone in on the act.
Mack,Enoch. We need to talk.
Coulson,That did not go well.
Sousa,Where'd he get all those weapons?
May,Deke's dead?
Daisy,Very.
Mack,Do we need to be sad about that?
Daisy,We do not.
Sousa,Hey. What are you doing up?
Daisy,"Uh, well, believe it or not, I am stuck in a time loop, and I'm running out of ways to save us all."
Sousa,Okay. How can I help?
Daisy,"There's no time. There's... Actually... I can take a loop. So, that wasn't hard for you to swallow? The... The time loop? Nothing seems to faze you."
Sousa,It all fazes me... just m-maybe not my face.
Daisy,"Every time I ask you for help, you say yes. Even if I don't ask, you're waiting here to make sure I rest or... whatever. W-Why? Be honest."
Sousa,Honest? I know your type.
Daisy,"My what, now?"
Sousa,"I know people like you. Some of my favorite people are people like you. Focused on the greater good, even at your own expense. You want people to think you like being alone, even though you alway send up back with friends. You hate losing."
Daisy,Everyone hates losing.
Sousa,"Yeah, but you'll keep running at the problem full-tilt until you either solve it or slam headlong into a brick wall."
Daisy,Some of those walls are literal.
Sousa,I know.
Daisy,But how does that...
Sousa,"Because when people like you run into those walls, you should have someone there to pick you back up."
Daisy,And you... you like to... be that someone?
Sousa,"Not for everyone. It helps if they're fun to be around and if they say what they mean and if they have that superpower where they can rock things around, which is very impressive."
Daisy,"That's, um... that is awfully specific."
Sousa,"Mm-hmm. So, what's this problem you're trying to crack?"
Simmons,"You wouldn't ask me if there weren't lives at stake, would you?"
Simmons,Okay. What can I do?
Sousa,Wait here. I'll go set up the procedure.
Enoch,"Agent Sousa, you must not remove Jemma Simmons' implant."
Sousa,Don't worry. I won't.
Mack,Daisy will.
Enoch,I cannot allow that.
May,We know you'll fight us.
Elena,That's why there's four of us.
Mack,You'll get by us... or at least that's what we hear... but it will take you a while.
Elena,"Hopefully, just long enough."
Daisy,"Come on, hurry up! They're holding him off. This will work."
Coulson,"It will, but it took too long."
Daisy,"No, it'll work. It'll... Oh, come on!"
Coulson,"Next time, same thing, but faster."
Sousa,Hey. What are you doing up?
Daisy,Uh... I need you to do something for me.
Sousa,Of course. What do you need?
Daisy,That was nice. Now we need to trap a space robot.
Simmons,Okay. What can I do?
Sousa,Wait here. I'll go set up the procedure.
Daisy,Alright. No messing around this time. We're 11 kilometers from the vortex.
Daisy,Okay. Are your memories coming back? What can we do to fix the Time Drive?
Coulson,"We got about two minutes to get the answer, assuming Enoch's still busy with Sousa and the rest."
Deke,Jemma? You okay?
Simmons,"It's Enoch. He's the key. He's been against you, but he's the key."
Deke,How?
Simmons,His Electrochron Displacement Mechanism. Chronicoms use it to regulate energy stability.
Daisy,It could do the same for the Time Drive.
Simmons,It's compatible.
Deke,Great. Then let's get to it.
Simmons,It's not that simple. It would be like removing a human being's heart. Taking it out would...
Coulson,Taking it out would kill him.
Daisy,Simmons? Simmons? Are you okay?
Simmons,"What have I done? Oh, my God. I'm sorry."
Coulson,"Jemma, what are you remembering?"
Simmons,What have I done?
Daisy,Jemma?
Simmons,"Oh, my God. I'm sorry. I'm sorry."
Coulson,"Jemma, what is it that you remember?"
Mack,I've got damage to nearly all systems.
May,Trying to get a read on our location.
Daisy,Everything's gonna be okay. Trust me.
Mack,Okay.
Elena,Looks like something just fried the Quinjet's flight system. I'll check it out and let you know.
Daisy,"Simmons. I need you to meet me in the LMD lab. In a moment, Enoch's gonna join you. Bring him."
Simmons,Alright.
Daisy,How far are we from the vortex?
Deke,Wha... We're less than one kilometer.
Daisy,Okay. I need you to come with me.
Simmons,Are you okay? You sounded...
Coulson,Did you tell him yet?
Daisy,No. I was about to.
Deke,Tell who what?
Daisy,"The vortex outside is about to kill us, but we are stuck in a time loop that is keeping us from breaking out."
Coulson,So we need to act fast.
Simmons,What do we need to do?
Daisy,You were the one who told us. Enoch has something called an Electrochron Displacement Mechanism.
Enoch,Yes. I understand.
Simmons,I don't. How could I have told you? I don't even know what that is.
Daisy,"You do. You forgot, but we helped you remember."
Deke,"Look, however they got there, if it's something we can use in the Time Drive, then I can figure it out."
Simmons,But there's a risk. To Enoch.
Coulson,Which is why we're here.
Daisy,It is not an easy discussion to have.
Simmons,"No, there has to be another solution."
Daisy,We have tried every possible angle.
Simmons,You can't just expect Enoch to sacrifice...
Enoch,I believe this is what you need.
Daisy,Enoch.
Deke,What did you do?
Enoch,"What needed to be done, apparently."
Simmons,"Enoch, you'll die."
Enoch,And the rest of you will live. I would like to think Fitz would do the same for me. I would like to think all of you would.
Enoch,"Oh, my. I do not feel at all well."
Simmons,What do you think?
Deke,There's no time to think.
Simmons,Deke.
Deke,"I think I can do it. It's a good fit. Whosever idea this was, she knew what she was doing. Okay. Just need to make... one more adjustment."
Mack,"Coulson, Daisy, Deke says he can get the drive working. We should be ready to jump out of the storm any minute. We'll let you know."
Enoch,Shouldn't you get to the Command Center for the jump?
Coulson,They'll be fine without us.
Daisy,Does it hurt?
Enoch,"It does... a bit. But it's not the physical pain that troubles me. I am acutely aware that in my thousands of years observing humans, I never used to feel lonely. I have been alone many times. To be candid, I preferred it. But it wasn't until I met this particular team of S.H.I.E.L.D. agents that being alone meant... feeling lonely. And I don't care for it. So... I am feeling, as you might expect, some anxiety now."
Coulson,You don't have to. You're not alone. Daisy and I will stay with you right up to the end.
Enoch,"That is very kind of you. But... it's that last part, isn't it? You can stay with me up to the end, but you can't come with me at the end. I will have to leave you. And I will have to do that alone. And I can't help wondering... when that happens... will I feel lonely?"
Coulson,I can say with some authority that you're not wrong. Dying is lonely. But the feeling is temporary... at least for the person dying. The ones who are left behind... less so. I guess that's the one advantage to going first.
Enoch,"Yes. It's different, watching your friends go before you, isn't it? I have been through that, as well. It can be harder to stay than to leave. I'm sorry, Philip J. Coulson."
Daisy,Enoch... the team will carry on the mission. We will survive because of you. Thank you.
Enoch,"You are most welcome. But, Agent Johnson, while your friends will indeed survive, the team will not."
Daisy,W-What do you mean?
Enoch,"I have seen the future. Carry on this mission and cherish it, for it will be your last mission together."
Daisy,"It... That's... That's not possible. I-I... Enoch, this is my family."
Enoch,"Of course. Yet this is the nature of family, isn't it? I have seen it countless times on countless worlds. People arrive, so we celebrate, and people leave us, so we grieve. We do what we can with the time in between, but the cycle is always there. No one escapes it. Not even me."
Coulson,Which means you're not alone. You're a part of that cycle.
Daisy,Like every other living thing.
Enoch,Fitz. He was my best friend.
Daisy,And you were a good friend to Fitz. You were a good friend to all of us.
Enoch,As I have always...
Mack,"Jump successful, everybody. We're safe."
Nathaniel,Don't overthink it. Let the energy flow through you. Let it fill you up. And then... send it where you want it to go.
Nathaniel,"Brava! My friend, Brava."
Kora,I've spent years feeling dangerous. This is the first time I've liked it.
Nathaniel,"Good. You know, your little sister is gonna be so impressed."
