character,line
Fitz,"Yeah, well, I've heard that line before. I want to know where she's coming from 'cause I heard you on the..."
Simmons,Fitz? Where is he?
Fitz,Jemma? What?
Simmons,Fitz!
Fitz,Jemma.
Coulson,"So, AIDA..."
May,I know what you're gonna say. I know you don't approve.
Coulson,Not my call. But you promised you wouldn't open the Darkhold. You broke that promise.
May,Damn straight.
Coulson,"You know, when this is over... you and I have a bottle of Haig to open."
Daisy,Mack is still upstairs. I think he needs some time alone.
Coulson,Is he okay?
Daisy,Don't know. Bad day.
May,And Robbie?
Daisy,"He pulled the Rider out of Mack, but he's gone, I think."
Coulson,I'm sorry.
Daisy,"Yeah, well, what he did should count for something. Mack got a lead on his uncle, possible location."
Coulson,"We'll follow it up, make sure he doesn't hurt anyone else."
Daisy,Good.
Mack,I thought I'd be seeing you. And I know you're not alone.
Robbie,Want to help settle my last score?
Radcliffe,♪ I saved the day ♪
