character,line
Hale,"Ruby, that's enough! That's enough! You listen to her. She is on your side."
Ruby,"Then why aren't you?! Mum, face it, I was never good enough for you."
Hale,"No, all I ever wanted was for you to reach your true potential. I'm sorry. I pushed you too hard."
Ruby,"Mum, this was a mistake."
Hale,No. My daughter is not a mistake.
Daisy,"Yo-Yo, get out of here."
Hale,"I promise you, we'll get through this. Okay, just breathe..."
Elena,That's who took my arm.
Hale,"No, Ruby."
Elena,"It's her, isn't it? She's the Destroyer."
Daisy,"Yo-Yo, she's a kid. She is terrified."
Hale,"No, you look at me, listen to me. Stay with me, and we'll get through this!"
Ruby,"No, Mum, they're getting louder! ♪ Oh, I'm losing... Let us out. We want out. Let us out. I won't be able to resist."
Quinn,Do it!
Hale,"I can make this better, I promise! Ruby. What? Ruby? Ruby! No!"
Daisy,"No. Yo-Yo, what did you do?!"
Hale,No. No. No! No! Ruby. Ruby.
Elena,Simmons.
Fitz,Where's Hale?
May,How did she get away?
Simmons,And what happened to Ruby?
Daisy,"I had it under control. She was coming around, and then Yo-Yo killed her."
Elena,No. I just saved the world.
Hale,Qovas. Qovas!
Qovas,Coming here without invitation? You are aware of the punishment.
Hale,I found what you're looking for.
Qovas,My Gravitonium.
Hale,S.H.I.E.L.D. has it.
Qovas,Then you failed. Perhaps our deal has reached its end.
Hale,I can tell you where they're hiding. But they won't give it willingly.
Qovas,You'd have me kill them?
Hale,I have no reason to stop you.
